C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing001.jpg, 128.62145302854938
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing002.jpg, 128.52407021604938
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing003.jpg, 128.53422646604938
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing004.jpg, 128.56189911265432
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing005.jpg, 128.51596547067902
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing007.jpg, 128.72690297067902
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing008.jpg, 128.48030333719134
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing009.jpg, 128.4550178433642
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing010.jpg, 128.57500868055556
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing011.jpg, 128.26764708719136
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing012.jpg, 128.39273919753086
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing013.jpg, 128.44536410108026
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing014.jpg, 128.37753038194444
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing015.jpg, 128.50844666280864
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing016.jpg, 128.54373794367285
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing017.jpg, 128.52521412037038
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing018.jpg, 128.5020307677469
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing019.jpg, 128.57628134645063
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing020.jpg, 128.3392081404321
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing021.jpg, 128.46720293209876
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing022.jpg, 128.4331100501543
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing023.jpg, 128.37645013503086
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing024.jpg,128.4241016
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing025.jpg, 128.3198254243827
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing026.jpg, 128.47593267746913
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing027.jpg, 128.42768614969137
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing028.jpg, 128.51109664351853
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing029.jpg, 128.51022762345679
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing030.jpg, 128.52282889660495
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing031.jpg, 128.44033709490742
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing032.jpg, 128.54740837191358
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing033.jpg, 128.48656925154322
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing034.jpg, 128.48353153935184
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing035.jpg, 128.46755883487654
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing036.jpg, 128.38119405864197
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing037.jpg, 128.49316261574074
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing038.jpg, 128.45948977623456
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing039.jpg, 128.46480372299382
C:/Users/PughG/Desktop/Foy Lab/UTMAD/DMAD/Nstate/16/Trial 6/Pre\Wing040.jpg, 128.47448013117284
