C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing001.jpeg, 128.55404272762345
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing002.jpeg, 128.4534905478395
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing003.jpeg, 128.48848813657406
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing004.jpeg, 128.55712239583335
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing005.jpeg, 128.5837393904321
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing006.jpeg, 128.42977189429013
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing007.jpeg, 128.52119550540124
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing008.jpeg, 128.68507908950616
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing009.jpeg, 128.78760320216048
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing010.jpeg, 128.66232060185186
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing011.jpeg, 128.7682171103395
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing012.jpeg, 128.4557349537037
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing013.jpeg, 128.74574074074073
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing014.jpeg, 128.723800154321
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing015.jpeg, 128.68059124228395
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing016.jpeg, 128.72366512345678
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing017.jpeg, 128.57036265432097
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing018.jpeg, 128.48598427854938
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing019.jpeg, 128.65869695216048
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing020.jpeg, 128.73424961419752
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing021.jpeg, 128.6156929976852
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing022.jpeg, 128.73668788580247
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing023.jpeg, 128.6760903742284
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Ault\wing024.jpeg, 128.7236930941358
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing001.jpeg, 128.60463927469135
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing002.jpeg, 128.63443962191357
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing003.jpeg, 128.84954089506172
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing004.jpeg, 128.97441936728396
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing005.jpeg, 128.58667486496913
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Eaton\wing006.jpeg, 128.54075086805557
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Fort_Collins\wing001.jpeg, 128.6115383873457
C:/Users/PughG/Desktop/2023NoCoFieldTrial\Fort_Collins\wing002.jpeg, 128.54471257716048
